Ticket ID,Department,Issue Type,Support Staff Experience Level,Experience Years,Urgency Level,Time to Complete Repair (hrs),Success Rate (%),Resolution Time (hrs),Ticket Status
IT-1918,HR,Network Issue,Junior,1.0,Medium,2.77,40.22,5,Escalated
IT-1919,Marketing,Asset Deployment,Junior,0.9,Low,0.96,55.25,15,Escalated
IT-1920,Marketing,Asset Deployment,Senior,7.1,Medium,0.94,73.45,4,Resolved
IT-1921,Engineering,Network Issue,Mid-Level,5.4,High,2.05,56.76,2,Escalated
IT-1922,Marketing,Cybersecurity,Junior,0.4,High,4.97,12.13,1,Escalated
IT-1923,Engineering,Software Troubleshooting,Junior,0.4,Medium,1.96,39.42,4,Escalated
IT-1924,Sales,Cybersecurity,Junior,1.1,Medium,4.42,29.71,7,Escalated
IT-1925,Sales,Hardware Repair,Senior,9.2,Low,1.26,80.56,15,Resolved
IT-1926,Finance,Hardware Repair,Senior,11.5,Medium,0.5,85.01,6,Resolved
IT-1927,Finance,Hardware Repair,Mid-Level,5.1,High,1.98,52.25,2,Escalated
IT-1928,HR,Software Troubleshooting,Junior,0.9,Medium,1.74,47.29,7,Escalated
IT-1929,HR,Hardware Repair,Junior,0.5,High,2.49,41.44,2,Escalated
IT-1930,Sales,Cybersecurity,Mid-Level,4.2,High,3.28,45.83,2,Escalated
IT-1931,Finance,Asset Deployment,Senior,8.4,High,1.1,73.61,3,Resolved
IT-1932,Sales,Cybersecurity,Senior,9.6,Medium,2.09,63.27,6,Resolved
IT-1933,Marketing,Hardware Repair,Junior,0.0,Medium,2.26,41.09,6,Resolved
IT-1934,Sales,Asset Deployment,Mid-Level,5.0,Medium,1.14,73.72,4,Resolved
IT-1935,Finance,Hardware Repair,Senior,8.9,Medium,1.77,65.68,6,Resolved
IT-1936,Engineering,Asset Deployment,Mid-Level,4.0,High,0.5,70.74,2,Resolved
IT-1937,Finance,Asset Deployment,Senior,7.4,High,0.5,75.1,1,Escalated
IT-1938,Marketing,Software Troubleshooting,Junior,1.5,Medium,1.84,51.68,4,Escalated
IT-1939,Finance,Asset Deployment,Junior,0.9,Medium,0.84,61.72,4,Resolved
IT-1940,HR,Software Troubleshooting,Senior,8.2,Low,0.99,69.93,8,Escalated
IT-1941,Sales,Network Issue,Mid-Level,4.3,Medium,2.56,53.26,6,Resolved
IT-1942,Engineering,Cybersecurity,Junior,0.9,Low,4.83,34.0,8,Resolved
IT-1943,Engineering,Cybersecurity,Mid-Level,3.5,Low,4.29,33.88,11,Escalated
IT-1944,Sales,Software Troubleshooting,Senior,8.3,Low,0.94,66.15,15,Escalated
IT-1945,HR,Network Issue,Senior,7.8,Medium,1.39,70.39,4,Resolved
IT-1946,Finance,Hardware Repair,Junior,1.5,Medium,2.9,45.28,5,Resolved
IT-1947,Marketing,Cybersecurity,Mid-Level,3.3,High,3.35,42.98,3,Resolved
IT-1948,Sales,Cybersecurity,Junior,1.1,High,4.54,14.41,3,Escalated
IT-1949,Finance,Software Troubleshooting,Junior,1.6,High,1.15,61.31,3,Escalated
IT-1950,Marketing,Cybersecurity,Senior,9.4,Low,1.69,67.93,8,Escalated
IT-1951,Engineering,Asset Deployment,Junior,1.6,High,0.93,66.29,2,Escalated
IT-1952,Sales,Hardware Repair,Junior,0.6,Medium,2.71,49.12,5,Resolved
IT-1953,HR,Asset Deployment,Mid-Level,4.1,Low,0.55,73.77,8,Escalated
IT-1954,Engineering,Hardware Repair,Junior,1.5,Low,1.66,58.45,12,Resolved
IT-1955,Engineering,Asset Deployment,Senior,7.4,High,0.81,74.17,3,Escalated
IT-1956,Finance,Software Troubleshooting,Mid-Level,6.0,High,0.5,81.57,1,Resolved
IT-1957,Finance,Software Troubleshooting,Senior,9.7,High,0.5,72.8,1,Resolved
IT-1958,HR,Cybersecurity,Junior,0.2,Medium,4.17,34.38,7,Resolved
IT-1959,Engineering,Software Troubleshooting,Senior,9.4,High,1.33,71.62,2,Resolved
IT-1960,HR,Asset Deployment,Mid-Level,3.4,Low,0.5,75.06,14,Escalated
IT-1961,Sales,Network Issue,Mid-Level,4.5,Medium,2.87,55.84,6,Resolved
IT-1962,HR,Hardware Repair,Senior,10.2,Low,1.3,72.24,12,Resolved
IT-1963,Engineering,Hardware Repair,Junior,0.1,Medium,3.08,42.36,7,Resolved
IT-1964,Marketing,Software Troubleshooting,Junior,1.6,Low,1.7,58.35,12,Resolved
IT-1965,Engineering,Asset Deployment,Senior,10.2,Medium,0.97,84.3,6,Resolved
IT-1966,Sales,Cybersecurity,Mid-Level,3.2,High,3.62,35.14,2,Escalated
IT-1967,Finance,Network Issue,Mid-Level,5.4,High,2.75,52.88,1,Resolved
IT-1968,Marketing,Software Troubleshooting,Mid-Level,3.7,Medium,1.42,70.15,4,Escalated
IT-1969,Sales,Cybersecurity,Mid-Level,4.9,High,2.54,46.78,1,Escalated
IT-1970,HR,Asset Deployment,Senior,11.8,High,0.5,89.0,2,Resolved
IT-1971,Marketing,Hardware Repair,Senior,9.1,Low,2.11,71.22,14,Resolved
IT-1972,Engineering,Software Troubleshooting,Senior,8.8,Medium,1.02,70.33,7,Escalated
IT-1973,Finance,Hardware Repair,Mid-Level,5.5,Medium,1.58,54.58,7,Escalated
IT-1974,HR,Cybersecurity,Senior,8.2,Low,2.15,63.61,8,Resolved
IT-1975,HR,Cybersecurity,Mid-Level,5.1,Medium,3.03,51.53,4,Escalated
IT-1976,Engineering,Hardware Repair,Junior,0.7,High,3.17,25.02,2,Resolved
IT-1977,Finance,Network Issue,Mid-Level,5.4,Medium,2.13,54.64,7,Escalated
IT-1978,Engineering,Network Issue,Junior,0.1,Medium,3.86,33.28,6,Escalated
IT-1979,HR,Hardware Repair,Junior,1.2,Low,2.47,49.73,11,Resolved
IT-1980,Marketing,Cybersecurity,Senior,11.0,High,1.71,62.82,3,Resolved
IT-1981,Sales,Asset Deployment,Mid-Level,4.3,Medium,2.09,58.61,6,Resolved
IT-1982,Finance,Hardware Repair,Junior,1.9,Medium,2.73,43.29,4,Escalated
IT-1983,Engineering,Asset Deployment,Junior,1.8,Medium,1.71,56.14,5,Escalated
IT-1984,Sales,Asset Deployment,Mid-Level,4.4,Medium,0.5,78.5,5,Resolved
IT-1985,Marketing,Hardware Repair,Mid-Level,5.3,High,2.08,50.96,2,Escalated
IT-1986,Marketing,Cybersecurity,Junior,1.0,High,4.58,21.41,3,Resolved
IT-1987,Sales,Software Troubleshooting,Senior,7.2,High,1.38,79.33,2,Resolved
IT-1988,Sales,Software Troubleshooting,Senior,11.6,Medium,0.5,86.25,4,Resolved
IT-1989,Marketing,Software Troubleshooting,Junior,1.3,Medium,1.75,44.8,7,Escalated
IT-1990,Engineering,Network Issue,Mid-Level,5.2,High,2.53,54.68,1,Escalated
IT-1991,Marketing,Software Troubleshooting,Junior,0.1,Low,2.32,58.12,11,Escalated
IT-1992,HR,Cybersecurity,Mid-Level,4.8,High,3.45,39.2,1,Escalated
IT-1993,Marketing,Network Issue,Mid-Level,3.8,High,3.98,30.28,2,Escalated
IT-1994,Finance,Network Issue,Mid-Level,4.9,Low,2.29,59.39,15,Resolved
IT-1995,HR,Cybersecurity,Senior,7.2,Medium,3.33,55.85,4,Resolved
IT-1996,Sales,Software Troubleshooting,Mid-Level,5.3,Low,1.13,71.38,14,Escalated
IT-1997,Finance,Software Troubleshooting,Mid-Level,3.9,Low,1.36,64.91,10,Escalated
IT-1998,Finance,Cybersecurity,Mid-Level,3.2,High,3.87,38.4,1,Escalated
IT-1999,Sales,Cybersecurity,Mid-Level,4.1,High,3.44,40.2,2,Resolved
